Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.36716151237487793	0	18.381818181818183	6.968737746903951	43.0	10.0	18.381818181818183	6.968737746903951	1011	1011
0.6583113670349121	1	21.425531914893618	8.736679053695363	48.0	10.0	21.425531914893618	8.736679053695363	1007	2018
0.8736832141876221	2	18.703703703703702	7.355093044277977	57.0	9.0	18.703703703703702	7.355093044277977	1010	3028
1.0926799774169922	3	26.63157894736842	16.7778379082451	99.0	10.0	26.63157894736842	16.7778379082451	1012	4040
1.3223145008087158	4	27.054054054054053	14.702354924344688	74.0	10.0	27.054054054054053	14.702354924344688	1001	5041
1.5950031280517578	5	33.53333333333333	16.714730695474042	71.0	13.0	33.53333333333333	16.714730695474042	1006	6047
1.8573060035705566	6	31.78125	14.216483335814804	92.0	14.0	31.78125	14.216483335814804	1017	7064
2.1235694885253906	7	33.8	22.776303475322766	127.0	12.0	33.8	22.776303475322766	1014	8078
2.385030508041382	8	38.03703703703704	23.11401928521188	116.0	12.0	38.03703703703704	23.11401928521188	1027	9105
2.652118444442749	9	36.357142857142854	21.1342888043413	105.0	13.0	36.357142857142854	21.1342888043413	1018	10123
2.8834550380706787	10	43.791666666666664	22.92011337716771	98.0	14.0	43.791666666666664	22.92011337716771	1051	11174
3.107228994369507	11	44.0	24.54808945014202	118.0	19.0	44.0	24.54808945014202	1012	12186
3.369389295578003	12	45.95652173913044	25.079834721162573	106.0	14.0	45.95652173913044	25.079834721162573	1057	13243
3.642245292663574	13	44.625	24.882745862678956	115.0	14.0	44.625	24.882745862678956	1071	14314
3.8800365924835205	14	58.111111111111114	42.098942832977656	200.0	21.0	58.111111111111114	42.098942832977656	1046	15360
4.106843709945679	15	42.458333333333336	18.314336748994094	80.0	17.0	42.458333333333336	18.314336748994094	1019	16379
4.380201816558838	16	58.05555555555556	31.663986241333514	129.0	12.0	58.05555555555556	31.663986241333514	1045	17424
4.638837575912476	17	48.86363636363637	23.2697530059663	120.0	19.0	48.86363636363637	23.2697530059663	1075	18499
4.866614580154419	18	51.3	23.677204226850773	104.0	12.0	51.3	23.677204226850773	1026	19525
5.106806993484497	19	59.0	32.795265081482505	144.0	21.0	59.0	32.795265081482505	1003	20528
5.3467934131622314	20	62.294117647058826	32.2230547824934	168.0	28.0	62.294117647058826	32.2230547824934	1059	21587
5.573867559432983	21	59.27777777777778	22.012131896235857	105.0	17.0	59.27777777777778	22.012131896235857	1067	22654
5.798211097717285	22	56.44444444444444	27.080583906026803	123.0	13.0	56.44444444444444	27.080583906026803	1016	23670
6.0351598262786865	23	65.375	33.87638373557603	159.0	23.0	65.375	33.87638373557603	1046	24716
6.2594499588012695	24	55.888888888888886	27.163883065752522	126.0	16.0	55.888888888888886	27.163883065752522	1006	25722
6.495283126831055	25	58.833333333333336	19.319679086361656	90.0	24.0	58.833333333333336	19.319679086361656	1059	26781
6.748021841049194	26	69.06666666666666	37.41027785099823	173.0	23.0	69.06666666666666	37.41027785099823	1036	27817
6.981725215911865	27	67.6	30.0594965582149	146.0	34.0	67.6	30.0594965582149	1014	28831
7.202948093414307	28	59.411764705882355	32.57761559817237	151.0	15.0	59.411764705882355	32.57761559817237	1010	29841
7.420950651168823	29	57.611111111111114	29.08825438574609	128.0	16.0	57.611111111111114	29.08825438574609	1037	30878
7.653509855270386	30	72.06666666666666	25.707240657492243	118.0	16.0	72.06666666666666	25.707240657492243	1081	31959
7.883311748504639	31	73.28571428571429	32.68776217360814	140.0	26.0	73.28571428571429	32.68776217360814	1026	32985
8.12059736251831	32	74.21428571428571	39.758518532741725	200.0	34.0	74.21428571428571	39.758518532741725	1039	34024
8.36362099647522	33	64.4375	31.248937481936885	134.0	14.0	64.4375	31.248937481936885	1031	35055
8.61488938331604	34	90.08333333333333	44.36112850483204	158.0	31.0	90.08333333333333	44.36112850483204	1081	36136
8.840951204299927	35	95.0909090909091	48.22382388490822	200.0	29.0	95.0909090909091	48.22382388490822	1046	37182
9.062018632888794	36	73.42857142857143	34.68164250047296	143.0	36.0	73.42857142857143	34.68164250047296	1028	38210
9.277853727340698	37	86.08333333333333	30.406847730221703	128.0	37.0	86.08333333333333	30.406847730221703	1033	39243
9.49512767791748	38	78.23076923076923	38.78174401234495	161.0	19.0	78.23076923076923	38.78174401234495	1017	40260
9.714213848114014	39	103.8	52.34080626050768	198.0	33.0	103.8	52.34080626050768	1038	41298
9.94067120552063	40	87.5	30.20623555934547	137.0	28.0	87.5	30.20623555934547	1050	42348
10.158559322357178	41	79.3076923076923	38.427523420239005	165.0	25.0	79.3076923076923	38.427523420239005	1031	43379
10.371246576309204	42	91.27272727272727	34.73560109557735	155.0	38.0	91.27272727272727	34.73560109557735	1004	44383
10.591781377792358	43	94.63636363636364	50.548397559841284	186.0	31.0	94.63636363636364	50.548397559841284	1041	45424
10.824959993362427	44	85.61538461538461	41.045075524989244	175.0	25.0	85.61538461538461	41.045075524989244	1113	46537
11.052121639251709	45	98.9090909090909	28.056613368669574	143.0	55.0	98.9090909090909	28.056613368669574	1088	47625
11.274888277053833	46	102.2	39.96698637625809	153.0	35.0	102.2	39.96698637625809	1022	48647
11.520110607147217	47	124.55555555555556	39.81097311353886	198.0	53.0	124.55555555555556	39.81097311353886	1121	49768
11.762399911880493	48	114.8	51.0309709882146	200.0	34.0	114.8	51.0309709882146	1148	50916
11.978597402572632	49	94.81818181818181	49.01172064241958	200.0	22.0	94.81818181818181	49.01172064241958	1043	51959
